user_id,pattern,confidence,p1,p2,p3,p4,m1,m2,m3,e1,e2,e3,r1,r2,total_score,is_mixed_pattern,notes
E_TEACH_03,E,0.680,2,2,2,1,2,2,1,2,3,2,2,2,23,false,"Learning-Focused User: Views AI as teaching tool for deepening understanding, actively reflects on AI explanations, uses AI to explore topics rather than just get answers, learns how AI thinks about problems, improves own thinking through AI interactions"
E_TEACH_04,E,0.680,2,2,2,1,2,2,1,2,3,2,2,2,23,false,"Learning-Focused User: Views AI as teaching tool for deepening understanding, actively reflects on AI explanations, uses AI to explore topics rather than just get answers, learns how AI thinks about problems, improves own thinking through AI interactions"
E_TEACH_05,E,0.680,2,2,2,1,2,2,1,2,3,2,2,2,23,false,"Learning-Focused User: Views AI as teaching tool for deepening understanding, actively reflects on AI explanations, uses AI to explore topics rather than just get answers, learns how AI thinks about problems, improves own thinking through AI interactions"
E_TEACH_06,E,0.680,2,2,2,1,2,2,1,2,3,2,2,2,23,false,"Learning-Focused User: Views AI as teaching tool for deepening understanding, actively reflects on AI explanations, uses AI to explore topics rather than just get answers, learns how AI thinks about problems, improves own thinking through AI interactions"
E_TEACH_07,E,0.680,2,2,2,1,2,2,1,2,3,2,2,2,23,false,"Learning-Focused User: Views AI as teaching tool for deepening understanding, actively reflects on AI explanations, uses AI to explore topics rather than just get answers, learns how AI thinks about problems, improves own thinking through AI interactions"
E_TEACH_08,E,0.680,2,2,2,1,2,2,1,2,3,2,2,2,23,false,"Learning-Focused User: Views AI as teaching tool for deepening understanding, actively reflects on AI explanations, uses AI to explore topics rather than just get answers, learns how AI thinks about problems, improves own thinking through AI interactions"
E_TEACH_09,E,0.680,2,2,2,1,2,2,1,2,3,2,2,2,23,false,"Learning-Focused User: Views AI as teaching tool for deepening understanding, actively reflects on AI explanations, uses AI to explore topics rather than just get answers, learns how AI thinks about problems, improves own thinking through AI interactions"
E_TEACH_10,E,0.680,2,2,2,1,2,2,1,2,3,2,2,2,23,false,"Learning-Focused User: Views AI as teaching tool for deepening understanding, actively reflects on AI explanations, uses AI to explore topics rather than just get answers, learns how AI thinks about problems, improves own thinking through AI interactions"
F_LAZY_01,F,0.450,1,2,1,0,1,1,1,1,0,1,0,1,10,false,"Lazy Avoidant: Uses AI passively without reviewing outputs, never reflects on quality or mistakes, accepts whatever AI generates, no learning from experience, treats AI as automatic solution provider"
F_LAZY_02,F,0.450,1,2,1,0,1,1,1,1,0,1,0,1,10,false,"Lazy Avoidant: Uses AI passively without reviewing outputs, never reflects on quality or mistakes, accepts whatever AI generates, no learning from experience, treats AI as automatic solution provider"
F_LAZY_03,F,0.450,1,2,1,0,1,1,1,1,0,1,0,1,10,false,"Lazy Avoidant: Uses AI passively without reviewing outputs, never reflects on quality or mistakes, accepts whatever AI generates, no learning from experience, treats AI as automatic solution provider"
F_LAZY_04,F,0.450,1,2,1,0,1,1,1,1,0,1,0,1,10,false,"Lazy Avoidant: Uses AI passively without reviewing outputs, never reflects on quality or mistakes, accepts whatever AI generates, no learning from experience, treats AI as automatic solution provider"
F_LAZY_05,F,0.450,1,2,1,0,1,1,1,1,0,1,0,1,10,false,"Lazy Avoidant: Uses AI passively without reviewing outputs, never reflects on quality or mistakes, accepts whatever AI generates, no learning from experience, treats AI as automatic solution provider"
F_NAIVE_01,F,0.400,1,1,0,0,0,0,0,1,0,0,0,1,4,false,"Naive Oversimplifier: Believes AI is infallible and always correct, uses for critical decisions without verification, no awareness of AI hallucinations, never reflects on errors, complete blind trust"
F_NAIVE_02,F,0.400,1,1,0,0,0,0,0,1,0,0,0,1,4,false,"Naive Oversimplifier: Believes AI is infallible and always correct, uses for critical decisions without verification, no awareness of AI hallucinations, never reflects on errors, complete blind trust"
F_NAIVE_03,F,0.400,1,1,0,0,0,0,0,1,0,0,0,1,4,false,"Naive Oversimplifier: Believes AI is infallible and always correct, uses for critical decisions without verification, no awareness of AI hallucinations, never reflects on errors, complete blind trust"
F_NAIVE_04,F,0.400,1,1,0,0,0,0,0,1,0,0,0,1,4,false,"Naive Oversimplifier: Believes AI is infallible and always correct, uses for critical decisions without verification, no awareness of AI hallucinations, never reflects on errors, complete blind trust"
F_NAIVE_05,F,0.400,1,1,0,0,0,0,0,1,0,0,0,1,4,false,"Naive Oversimplifier: Believes AI is infallible and always correct, uses for critical decisions without verification, no awareness of AI hallucinations, never reflects on errors, complete blind trust"
F_COST_01,F,0.500,1,2,2,1,1,0,1,1,0,1,0,1,11,false,"Cost-Cutting Sacrificer: Sacrifices quality for cost savings, uses cheapest AI options without quality check, accepts poor outputs to save money, never reflects on reputation damage, willingly cuts corners"
F_COST_02,F,0.500,1,2,2,1,1,0,1,1,0,1,0,1,11,false,"Cost-Cutting Sacrificer: Sacrifices quality for cost savings, uses cheapest AI options without quality check, accepts poor outputs to save money, never reflects on reputation damage, willingly cuts corners"
F_COST_03,F,0.500,1,2,2,1,1,0,1,1,0,1,0,1,11,false,"Cost-Cutting Sacrificer: Sacrifices quality for cost savings, uses cheapest AI options without quality check, accepts poor outputs to save money, never reflects on reputation damage, willingly cuts corners"
F_COST_04,F,0.500,1,2,2,1,1,0,1,1,0,1,0,1,11,false,"Cost-Cutting Sacrificer: Sacrifices quality for cost savings, uses cheapest AI options without quality check, accepts poor outputs to save money, never reflects on reputation damage, willingly cuts corners"
F_COST_05,F,0.500,1,2,2,1,1,0,1,1,0,1,0,1,11,false,"Cost-Cutting Sacrificer: Sacrifices quality for cost savings, uses cheapest AI options without quality check, accepts poor outputs to save money, never reflects on reputation damage, willingly cuts corners"
F_DEPEND_01,F,0.550,2,2,1,0,0,1,1,2,0,1,1,3,14,false,"Dependency Denier: Over-relies on AI and loses own skills, unaware of personal capability atrophy, high trust due to lack of self-reflection, no awareness of growing dependency, at risk of sudden incompetence if AI unavailable"
F_DEPEND_02,F,0.550,2,2,1,0,0,1,1,2,0,1,1,3,14,false,"Dependency Denier: Over-relies on AI and loses own skills, unaware of personal capability atrophy, high trust due to lack of self-reflection, no awareness of growing dependency, at risk of sudden incompetence if AI unavailable"
F_DEPEND_03,F,0.550,2,2,1,0,0,1,1,2,0,1,1,3,14,false,"Dependency Denier: Over-relies on AI and loses own skills, unaware of personal capability atrophy, high trust due to lack of self-reflection, no awareness of growing dependency, at risk of sudden incompetence if AI unavailable"
F_DEPEND_04,F,0.550,2,2,1,0,0,1,1,2,0,1,1,3,14,false,"Dependency Denier: Over-relies on AI and loses own skills, unaware of personal capability atrophy, high trust due to lack of self-reflection, no awareness of growing dependency, at risk of sudden incompetence if AI unavailable"
F_DEPEND_05,F,0.550,2,2,1,0,0,1,1,2,0,1,1,3,14,false,"Dependency Denier: Over-relies on AI and loses own skills, unaware of personal capability atrophy, high trust due to lack of self-reflection, no awareness of growing dependency, at risk of sudden incompetence if AI unavailable"
