user_id,pattern,confidence,p1,p2,p3,p4,m1,m2,m3,e1,e2,e3,r1,r2,total_score,is_mixed_pattern,notes
B_ITER_02,B,0.75,2,2,1,1,2,2,2,2,2,2,3,2,23,False,"High Iteration Optimizer: Constantly refines prompts through trial-and-error, tests different approaches, adjusts strategy based on results, learns from each iteration, improves through experimentation"
B_ITER_03,B,0.75,2,2,1,1,2,2,2,2,2,2,3,2,23,False,"High Iteration Optimizer: Constantly refines prompts through trial-and-error, tests different approaches, adjusts strategy based on results, learns from each iteration, improves through experimentation"
B_ITER_04,B,0.75,2,2,1,1,2,2,2,2,2,2,3,2,23,False,"High Iteration Optimizer: Constantly refines prompts through trial-and-error, tests different approaches, adjusts strategy based on results, learns from each iteration, improves through experimentation"
B_ITER_05,B,0.75,2,2,1,1,2,2,2,2,2,2,3,2,23,False,"High Iteration Optimizer: Constantly refines prompts through trial-and-error, tests different approaches, adjusts strategy based on results, learns from each iteration, improves through experimentation"
B_ITER_06,B,0.75,2,2,1,1,2,2,2,2,2,2,3,2,23,False,"High Iteration Optimizer: Constantly refines prompts through trial-and-error, tests different approaches, adjusts strategy based on results, learns from each iteration, improves through experimentation"
B_EVALT_01,B,0.72,2,1,2,1,2,2,1,2,2,2,3,3,23,False,"Iterative with Evaluation: Adjusts strategy based on output quality assessment, iterates to improve results, monitors effectiveness, learns from feedback cycles, cyclical refinement process"
B_EVALT_02,B,0.72,2,1,2,1,2,2,1,2,2,2,3,3,23,False,"Iterative with Evaluation: Adjusts strategy based on output quality assessment, iterates to improve results, monitors effectiveness, learns from feedback cycles, cyclical refinement process"
B_EVALT_03,B,0.72,2,1,2,1,2,2,1,2,2,2,3,3,23,False,"Iterative with Evaluation: Adjusts strategy based on output quality assessment, iterates to improve results, monitors effectiveness, learns from feedback cycles, cyclical refinement process"
B_EVALT_04,B,0.72,2,1,2,1,2,2,1,2,2,2,3,3,23,False,"Iterative with Evaluation: Adjusts strategy based on output quality assessment, iterates to improve results, monitors effectiveness, learns from feedback cycles, cyclical refinement process"
B_EVALT_05,B,0.72,2,1,2,1,2,2,1,2,2,2,3,3,23,False,"Iterative with Evaluation: Adjusts strategy based on output quality assessment, iterates to improve results, monitors effectiveness, learns from feedback cycles, cyclical refinement process"
B_CALIB_01,B,0.7,1,2,1,2,2,2,2,2,2,1,3,2,22,False,"Calibration-Focused Optimizer: Adjusts AI interaction style through iteration, calibrates expectations and responses, learns optimal prompting through cycles, improves with repeated interactions, convergence-focused"
B_CALIB_02,B,0.7,1,2,1,2,2,2,2,2,2,1,3,2,22,False,"Calibration-Focused Optimizer: Adjusts AI interaction style through iteration, calibrates expectations and responses, learns optimal prompting through cycles, improves with repeated interactions, convergence-focused"
B_CALIB_03,B,0.7,1,2,1,2,2,2,2,2,2,1,3,2,22,False,"Calibration-Focused Optimizer: Adjusts AI interaction style through iteration, calibrates expectations and responses, learns optimal prompting through cycles, improves with repeated interactions, convergence-focused"
B_CALIB_04,B,0.7,1,2,1,2,2,2,2,2,2,1,3,2,22,False,"Calibration-Focused Optimizer: Adjusts AI interaction style through iteration, calibrates expectations and responses, learns optimal prompting through cycles, improves with repeated interactions, convergence-focused"
D_VERIF_01,D,0.78,0,1,1,0,3,2,3,3,2,3,2,2,22,False,"Deep Verification: Focuses on checking AI accuracy rather than planning comprehensively, questions outputs thoroughly, verifies facts and claims, critical of AI results, evaluates reasoning quality"
D_VERIF_02,D,0.78,0,1,1,0,3,2,3,3,2,3,2,2,22,False,"Deep Verification: Focuses on checking AI accuracy rather than planning comprehensively, questions outputs thoroughly, verifies facts and claims, critical of AI results, evaluates reasoning quality"
D_VERIF_03,D,0.78,0,1,1,0,3,2,3,3,2,3,2,2,22,False,"Deep Verification: Focuses on checking AI accuracy rather than planning comprehensively, questions outputs thoroughly, verifies facts and claims, critical of AI results, evaluates reasoning quality"
D_VERIF_04,D,0.78,0,1,1,0,3,2,3,3,2,3,2,2,22,False,"Deep Verification: Focuses on checking AI accuracy rather than planning comprehensively, questions outputs thoroughly, verifies facts and claims, critical of AI results, evaluates reasoning quality"
D_VERIF_05,D,0.78,0,1,1,0,3,2,3,3,2,3,2,2,22,False,"Deep Verification: Focuses on checking AI accuracy rather than planning comprehensively, questions outputs thoroughly, verifies facts and claims, critical of AI results, evaluates reasoning quality"
D_VERIF_06,D,0.78,0,1,1,0,3,2,3,3,2,3,2,2,22,False,"Deep Verification: Focuses on checking AI accuracy rather than planning comprehensively, questions outputs thoroughly, verifies facts and claims, critical of AI results, evaluates reasoning quality"
D_CRIT_01,D,0.76,1,0,1,1,3,3,2,3,2,2,2,3,23,False,"Critical Inquiry: Questions AI suggestions without comprehensive planning, challenges assumptions, seeks deeper understanding, scrutinizes logic, skeptical but engaged"
D_CRIT_02,D,0.76,1,0,1,1,3,3,2,3,2,2,2,3,23,False,"Critical Inquiry: Questions AI suggestions without comprehensive planning, challenges assumptions, seeks deeper understanding, scrutinizes logic, skeptical but engaged"
D_CRIT_03,D,0.76,1,0,1,1,3,3,2,3,2,2,2,3,23,False,"Critical Inquiry: Questions AI suggestions without comprehensive planning, challenges assumptions, seeks deeper understanding, scrutinizes logic, skeptical but engaged"
D_CRIT_04,D,0.76,1,0,1,1,3,3,2,3,2,2,2,3,23,False,"Critical Inquiry: Questions AI suggestions without comprehensive planning, challenges assumptions, seeks deeper understanding, scrutinizes logic, skeptical but engaged"
D_CRIT_05,D,0.76,1,0,1,1,3,3,2,3,2,2,2,3,23,False,"Critical Inquiry: Questions AI suggestions without comprehensive planning, challenges assumptions, seeks deeper understanding, scrutinizes logic, skeptical but engaged"
D_CRIT_06,D,0.76,1,0,1,1,3,3,2,3,2,2,2,3,23,False,"Critical Inquiry: Questions AI suggestions without comprehensive planning, challenges assumptions, seeks deeper understanding, scrutinizes logic, skeptical but engaged"
D_MINPL_01,D,0.74,1,1,0,0,2,3,3,3,2,3,1,2,21,False,"Minimal Planning Verifier: Uses AI reactively without upfront planning, focuses on output verification, evaluates results carefully, critical checking without strategic preparation"
D_MINPL_02,D,0.74,1,1,0,0,2,3,3,3,2,3,1,2,21,False,"Minimal Planning Verifier: Uses AI reactively without upfront planning, focuses on output verification, evaluates results carefully, critical checking without strategic preparation"
D_MINPL_03,D,0.74,1,1,0,0,2,3,3,3,2,3,1,2,21,False,"Minimal Planning Verifier: Uses AI reactively without upfront planning, focuses on output verification, evaluates results carefully, critical checking without strategic preparation"
